"STATISTIC","Statistic Label","TLIST(A1)","Year","C03341V04028","Stamp Duty Event","C03789V04537","Local Authority Area","C03723V04471","Sex Profile","UNIT","VALUE"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","-","All buyers","Number","2770"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","110","Sole male buyer","Number","210"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","120","Sole female buyer","Number","290"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","130","Joint buyers - male & female","Number","2180"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","-","All buyers","Number","2340"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","110","Sole male buyer","Number","310"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","120","Sole female buyer","Number","330"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","130","Joint buyers - male & female","Number","1620"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2019","2019","02","Executions","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","-","All buyers","Number","61560"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","110","Sole male buyer","Number","7360"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","120","Sole female buyer","Number","7280"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","130","Joint buyers - male & female","Number","44560"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","140","Joint buyers - 2 male","Number","840"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","150","Joint buyers - 2 female","Number","580"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","IE0","Ireland","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","940"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","-","All buyers","Number","1310"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","110","Sole male buyer","Number","210"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","120","Sole female buyer","Number","190"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","130","Joint buyers - male & female","Number","830"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1434-13a3-e055-000000000001","Cork City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","-","All buyers","Number","1430"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","110","Sole male buyer","Number","180"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","120","Sole female buyer","Number","230"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","130","Joint buyers - male & female","Number","970"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","-","All buyers","Number","870"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","110","Sole male buyer","Number","130"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","120","Sole female buyer","Number","100"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","130","Joint buyers - male & female","Number","590"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","-","All buyers","Number","5490"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","110","Sole male buyer","Number","570"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","120","Sole female buyer","Number","600"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","130","Joint buyers - male & female","Number","4150"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","140","Joint buyers - 2 male","Number","60"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","150","Joint buyers - 2 female","Number","60"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","50"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","-","All buyers","Number","580"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","110","Sole male buyer","Number","80"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","120","Sole female buyer","Number","90"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","130","Joint buyers - male & female","Number","400"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","-","All buyers","Number","6390"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","110","Sole male buyer","Number","900"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","120","Sole female buyer","Number","860"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","130","Joint buyers - male & female","Number","4100"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","140","Joint buyers - 2 male","Number","180"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","150","Joint buyers - 2 female","Number","70"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","290"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","-","All buyers","Number","3710"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","110","Sole male buyer","Number","290"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","120","Sole female buyer","Number","390"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","130","Joint buyers - male & female","Number","2920"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","140","Joint buyers - 2 male","Number","50"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","150","Joint buyers - 2 female","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","-","All buyers","Number","1620"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","110","Sole male buyer","Number","320"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","120","Sole female buyer","Number","220"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","130","Joint buyers - male & female","Number","1030"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","40"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","-","All buyers","Number","4730"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","110","Sole male buyer","Number","390"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","120","Sole female buyer","Number","420"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","130","Joint buyers - male & female","Number","3810"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","140","Joint buyers - 2 male","Number","50"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","150","Joint buyers - 2 female","Number","40"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","-","All buyers","Number","1920"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","110","Sole male buyer","Number","220"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","120","Sole female buyer","Number","220"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","130","Joint buyers - male & female","Number","1410"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","-","All buyers","Number","940"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","110","Sole male buyer","Number","130"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","120","Sole female buyer","Number","150"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","130","Joint buyers - male & female","Number","640"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1435-13a3-e055-000000000001","Galway City Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","-","All buyers","Number","3880"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","110","Sole male buyer","Number","310"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","120","Sole female buyer","Number","320"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","130","Joint buyers - male & female","Number","3160"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","140","Joint buyers - 2 male","Number","40"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","150","Joint buyers - 2 female","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","-","All buyers","Number","900"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","110","Sole male buyer","Number","100"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","120","Sole female buyer","Number","110"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","130","Joint buyers - male & female","Number","650"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","-","All buyers","Number","1680"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","110","Sole male buyer","Number","240"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","120","Sole female buyer","Number","240"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","130","Joint buyers - male & female","Number","1120"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","150","Joint buyers - 2 female","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","-","All buyers","Number","440"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","110","Sole male buyer","Number","80"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","120","Sole female buyer","Number","70"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","130","Joint buyers - male & female","Number","270"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1490-13a3-e055-000000000001","Longford County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","-","All buyers","Number","1590"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","110","Sole male buyer","Number","210"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","120","Sole female buyer","Number","230"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","130","Joint buyers - male & female","Number","1120"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1491-13a3-e055-000000000001","Louth County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","-","All buyers","Number","2150"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","110","Sole male buyer","Number","310"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","120","Sole female buyer","Number","310"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","130","Joint buyers - male & female","Number","1470"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","140","Joint buyers - 2 male","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","-","All buyers","Number","460"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","110","Sole male buyer","Number","90"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","120","Sole female buyer","Number","70"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","130","Joint buyers - male & female","Number","280"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","140","Joint buyers - 2 male","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","-","All buyers","Number","930"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","110","Sole male buyer","Number","130"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","120","Sole female buyer","Number","110"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","130","Joint buyers - male & female","Number","660"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","150","Joint buyers - 2 female","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-148d-13a3-e055-000000000001","Laois County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","-","All buyers","Number","3310"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","110","Sole male buyer","Number","300"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","120","Sole female buyer","Number","290"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","130","Joint buyers - male & female","Number","2640"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","140","Joint buyers - 2 male","Number","40"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1494-13a3-e055-000000000001","Meath County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","-","All buyers","Number","360"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","110","Sole male buyer","Number","60"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","120","Sole female buyer","Number","50"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","130","Joint buyers - male & female","Number","230"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","140","Joint buyers - 2 male","Number","10"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","150","Joint buyers - 2 female","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","0"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","-","All buyers","Number","1490"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","110","Sole male buyer","Number","260"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","120","Sole female buyer","Number","220"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","130","Joint buyers - male & female","Number","950"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","140","Joint buyers - 2 male","Number","30"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","150","Joint buyers - 2 female","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1493-13a3-e055-000000000001","Mayo County Council","999","Sole and joint buyers multiple males and/or females, along with unknowns","Number","20"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","-","All buyers","Number","750"
"CRP04C1","Volume of Purchasers","2020","2020","01","Filings","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","110","Sole male buyer","Number","110"
